initial conditions:
[ 0.  -0.2] [0.41472079 0.2       ]
****       0.0000 -1.999e-01 2.001e-01
****       7.6890 1.034e-01 3.258e-01
****      14.9530 1.938e-01 2.395e-01
****      22.2280 -2.187e-02 1.671e-01
****      29.2260 -1.679e-01 1.547e-01
****      36.8080 -4.923e-02 3.287e-01
****      44.1270 2.070e-01 3.111e-01
****      51.2490 2.249e-01 2.329e-01
****      58.4570 -1.135e-02 1.524e-01
****      65.3010 -1.649e-01 8.855e-02
****      72.3850 -2.039e-01 1.637e-01
****      80.1070 4.643e-02 3.376e-01
****      87.3700 2.156e-01 2.768e-01
****      94.5880 1.074e-01 1.694e-01
****     101.4100 -1.309e-01 9.330e-02
****     108.3170 -1.948e-01 7.556e-02
****     115.5450 -1.907e-01 2.290e-01
****     123.1470 1.357e-01 3.267e-01
****     130.3480 2.148e-01 2.456e-01
****     137.5950 9.443e-03 1.568e-01
****     144.4260 -1.591e-01 8.730e-02
****     151.4650 -2.056e-01 1.398e-01
****     159.1350 -2.917e-03 3.451e-01
****     166.3520 2.276e-01 3.215e-01
****     173.3770 2.758e-01 2.810e-01
****     180.4380 2.126e-01 2.044e-01
****     187.5340 -6.849e-02 1.475e-01
****     194.5220 -1.815e-01 1.447e-01
****     202.1110 -4.756e-02 3.336e-01
****     209.3900 2.132e-01 3.230e-01
****     216.4420 2.666e-01 2.739e-01
****     223.5430 1.713e-01 1.820e-01
****     230.4700 -1.080e-01 1.221e-01
****     237.4410 -1.928e-01 1.251e-01
****     244.9730 -7.647e-02 3.302e-01
****     252.2270 2.083e-01 3.449e-01
****     259.1460 2.852e-01 3.502e-01
****     265.5480 1.115e-01 4.771e-01
****     270.0760 -6.340e-02 -4.869e-01
****     276.1940 2.426e-01 -3.728e-01
****     283.1830 6.844e-02 -3.664e-01
****     290.8420 -2.574e-01 -1.246e-01
****     298.1470 -2.439e-01 1.802e-01
****     305.7000 1.169e-01 3.665e-01
****     312.6210 2.498e-01 3.805e-01
****     318.3670 -2.555e-01 4.072e-01
****     323.0090 2.325e-01 -4.350e-01
****     329.5900 3.489e-01 -3.172e-01
****     336.3760 4.329e-01 -2.478e-01
****     342.8050 6.400e-01 -4.024e-02
****     348.9750 4.538e-01 2.154e-01
****     355.7740 3.333e-01 2.583e-01
****     362.7530 2.337e-01 2.028e-01
****     369.8290 -5.580e-02 1.387e-01
****     376.7000 -1.770e-01 9.031e-02
****     383.8820 -1.929e-01 2.119e-01
****     391.5530 1.128e-01 3.219e-01
****     398.8240 1.844e-01 2.303e-01
****     406.0820 -4.543e-02 1.726e-01
****     413.2100 -1.592e-01 2.033e-01
****     420.9480 5.325e-02 3.129e-01
****     428.3590 1.370e-01 2.234e-01
****     435.6320 -7.579e-02 1.954e-01
****     443.0990 -8.000e-02 2.902e-01
****     450.6550 1.390e-01 2.691e-01
****     458.0590 1.859e-02 1.849e-01
****     465.1280 -1.497e-01 1.800e-01
****     472.7800 -1.417e-02 3.242e-01
****     480.1590 1.869e-01 2.724e-01
****     487.4540 6.070e-02 1.684e-01
****     494.3020 -1.465e-01 1.005e-01
****     501.3410 -2.015e-01 1.470e-01
****     509.0240 5.368e-03 3.429e-01
****     516.2620 2.251e-01 3.096e-01
****     523.3480 2.405e-01 2.409e-01
****     530.5410 2.393e-02 1.474e-01
****     537.2730 -1.421e-01 4.572e-02
****     544.0430 -1.471e-01 -3.675e-02
****     550.7750 -6.102e-03 -1.390e-01
****     557.9110 2.541e-01 -2.217e-01
****     564.8860 3.260e-01 -2.686e-01
****     571.7250 4.147e-01 -2.417e-01
****     578.2000 6.248e-01 -5.845e-02
****     584.3010 4.496e-01 1.973e-01
****     591.1070 2.860e-01 2.067e-01
****     598.1580 1.419e-03 1.243e-01
****     604.7830 -1.122e-01 -1.238e-02
****     611.4180 5.664e-02 -1.402e-01
****     618.5450 2.730e-01 -2.373e-01
****     625.4990 3.328e-01 -2.712e-01
****     632.3210 4.297e-01 -2.344e-01
****     638.6970 6.393e-01 -2.353e-02
****     644.9210 4.420e-01 2.155e-01
****     651.7380 3.147e-01 2.396e-01
****     658.7780 1.344e-01 1.512e-01
****     665.4460 -1.029e-01 4.128e-02
****     672.0680 -4.715e-02 -1.001e-01
****     678.9560 2.776e-01 -1.729e-01
****     685.6380 5.057e-01 -1.389e-01
****     691.5150 5.226e-01 1.309e-01
****     698.1710 2.994e-01 1.844e-01
****     705.1210 -1.662e-02 1.083e-01
****     711.7040 -8.835e-02 -4.231e-02
****     718.3620 1.723e-01 -1.490e-01
****     725.2770 3.805e-01 -2.095e-01
****     731.7390 6.049e-01 -5.672e-02
****     737.8290 4.255e-01 1.740e-01
****     744.6420 1.755e-01 1.339e-01
****     751.1930 -6.027e-02 9.399e-03
****     757.7170 1.318e-01 -1.300e-01
****     764.6310 3.754e-01 -1.989e-01
****     771.0600 6.045e-01 -4.585e-02
****     777.1840 4.132e-01 1.714e-01
****     784.0050 1.439e-01 1.205e-01
****     790.4720 -3.270e-02 -2.416e-02
****     797.0280 2.541e-01 -1.271e-01
initial conditions:
[ 0.  -0.1] [0.44421466 0.2       ]
****       0.0000 -9.990e-02 2.001e-01
****       7.5220 -3.318e-02 2.960e-01
****      14.9760 1.302e-01 2.578e-01
****      22.3080 8.697e-03 1.893e-01
****      29.4210 -1.302e-01 1.963e-01
****      37.0070 -2.454e-03 3.075e-01
****      44.3990 1.473e-01 2.537e-01
****      51.6980 6.205e-03 1.824e-01
****      58.7540 -1.398e-01 1.791e-01
****      66.2920 -3.158e-02 3.113e-01
****      73.6610 1.685e-01 2.772e-01
****      80.9080 8.618e-02 1.807e-01
****      87.8280 -1.252e-01 1.303e-01
****      94.9560 -1.707e-01 2.039e-01
****     102.5800 6.939e-02 3.164e-01
****     109.8680 1.675e-01 2.405e-01
****     117.1090 -1.324e-02 1.738e-01
****     124.1370 -1.495e-01 1.701e-01
****     131.6640 -3.893e-02 3.142e-01
****     139.0090 1.774e-01 2.882e-01
****     146.2130 1.311e-01 1.914e-01
****     153.1950 -1.032e-01 1.440e-01
****     160.3120 -1.650e-01 2.017e-01
****     167.9420 5.748e-02 3.147e-01
****     175.2530 1.605e-01 2.404e-01
****     182.5040 -1.724e-02 1.770e-01
****     189.5700 -1.457e-01 1.838e-01
****     197.1480 -9.738e-03 3.142e-01
****     204.5040 1.679e-01 2.681e-01
****     211.7650 5.731e-02 1.762e-01
****     218.6770 -1.355e-01 1.282e-01
****     225.8470 -1.655e-01 2.209e-01
****     233.4440 9.311e-02 3.129e-01
****     240.7170 1.622e-01 2.300e-01
****     247.9290 -3.688e-02 1.748e-01
****     255.0360 -1.453e-01 1.984e-01
****     262.6540 2.352e-02 3.107e-01
****     270.0170 1.498e-01 2.459e-01
****     277.2980 -1.055e-02 1.819e-01
****     284.3900 -1.397e-01 1.919e-01
****     291.9830 9.069e-04 3.111e-01
****     299.3550 1.563e-01 2.571e-01
****     306.6410 1.933e-02 1.784e-01
****     313.6340 -1.428e-01 1.572e-01
****     321.0540 -8.637e-02 2.981e-01
****     328.4470 1.664e-01 3.019e-01
****     335.6300 1.692e-01 2.123e-01
****     342.7440 -6.272e-02 1.621e-01
****     349.8320 -1.567e-01 1.920e-01
****     357.4530 2.607e-02 3.155e-01
****     364.7880 1.637e-01 2.526e-01
